ResponseID,A1_Role,A2_Experience,A3_Involvement,A4_Projects,B1_Size,B2_Vendor,B3_Approach,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,G1,G2,G3,G4,G5,G6,G7,H1,H2,H3,H4,I1,I2,I3,I4_Score,J1_Mistakes,J2_Success,J3_Failed,J4_Features,J5_Comments
66,Trade professional (importer / exporter / customs broker),6-10 years,"Yes, as end-user / stakeholder (training, pilot, etc.)",AI / machine-learning-based analytics for targeting or anomaly detection; National single window / trade portal; Customs automation system (e.g. ASYCUDA / national system),"Large (multi-year, national rollout)",Shared - mixed internal and external responsibility,Hybrid approach (combination of structured phases and agile iterations),2,3,2,2,3,1,3,2,2,2,1,3,2,5,4,5,4,5,3,4,4,5,4,4,5,4,5,3,5,4,4,4,5,3,2,3,4,2,2,3,6,"Poor helpdesk and support arrangements. When users face issues, there is no timely support, causing business delays.","Risk management pilot at Hazrat Shahjalal Airport worked well due to clear scope definition, dedicated customs technical liaison officer, and iterative improvements based on officer feedback over 6 months before scaling.","AI-based anomaly detection system had high false positive rates, vendor abandoned project mid-way due to payment delays, and customs lacked technical capacity to maintain it. System is now non-functional.","Co-creation workshops mandatory in requirements phase, iterative pilot deployments at single location first, formal change management plan with training budget, dedicated product owner from customs side, regular demonstrations to key stakeholders.","Vendor selection criteria should emphasize local presence and understanding of customs procedures, not just technical capability. International vendors often fail because they don't understand local context and procedures."
67,Trade professional (importer / exporter / customs broker),11-15 years,"Yes, as end-user / stakeholder (training, pilot, etc.)",E-payment / e-declaration systems; National single window / trade portal; AI / machine-learning-based analytics for targeting or anomaly detection; Customs automation system (e.g. ASYCUDA / national system),"Medium (6-18 months, multiple stakeholders)",High - primarily vendor-driven,"Mainly waterfall / traditional (sequential stages, detailed up-front planning)",2,2,3,2,3,2,2,2,3,3,3,3,2,3,5,3,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,4,4,2,2,2,4,5,5,5,7,Poor integration between different systems. Traders have to enter same data multiple times in different portals.,"Automated manifest processing system at Benapole land port succeeded because of strong vendor partnership, proper knowledge transfer to customs IT staff, and gradual rollout allowing officers to adapt.","Advanced AI-based risk analytics system failed because vendor didn't understand local customs procedures, poor data integration with ASYCUDA system, and officers maintained parallel manual systems defeating the purpose. Project delayed 3 years and never fully operational.","Time-boxed sprints of 4-6 weeks with working deliverables, mandatory user acceptance testing before each release, continuous integration and testing practices, transparent progress dashboards accessible to all stakeholders.",Officer training in modern project management methods is critical. Many officers managing ICT projects have no formal PM training. Also need better procurement mechanisms that allow iterative development.
68,ICT / IT professional (vendor / private firm),11-15 years,"Yes, as core project team member",Customs automation system (e.g. ASYCUDA / national system); AI / machine-learning-based analytics for targeting or anomaly detection; National single window / trade portal,"Small (less than 6 months, small project team)",High - primarily vendor-driven,Hybrid approach (combination of structured phases and agile iterations),2,2,3,2,3,3,3,3,2,3,3,3,2,3,5,3,4,4,3,4,4,5,3,5,4,5,4,5,3,5,5,5,5,3,3,3,5,3,3,4,7,Inadequate budget allocation for proper testing and quality assurance. Projects are rushed to meet unrealistic deadlines.,"Risk management pilot at Hazrat Shahjalal Airport worked well due to clear scope definition, dedicated customs technical liaison officer, and iterative improvements based on officer feedback over 6 months before scaling.","Blockchain-based trade finance system was abandoned after 18 months because technology was too advanced for current infrastructure, vendors couldn't deliver promised features, and traders saw no benefit over existing systems.","Clear acceptance criteria for each iteration, user-centered design workshops with officers and traders, vendor lock-in protection through source code escrow, post-implementation monitoring framework, agile procurement mechanisms.",Officer training in modern project management methods is critical. Many officers managing ICT projects have no formal PM training. Also need better procurement mechanisms that allow iterative development.
69,BCS (Customs & VAT) cadre officer,11-15 years,"Yes, as core project team member",Customs automation system (e.g. ASYCUDA / national system); AI / machine-learning-based analytics for targeting or anomaly detection,"Large (multi-year, national rollout)",High - primarily vendor-driven,No formal method was specified,4,2,3,3,3,3,2,3,2,4,3,3,3,4,5,3,5,4,5,4,4,4,5,3,5,4,3,5,3,3,5,4,3,2,3,3,5,4,4,4,5,"Unrealistic timelines and budgets set by senior management without consulting technical teams, leading to rushed implementations.","Mobile app for customs declaration submission was successful due to user-centered design approach, extensive testing with C&F agents, and Bangla language interface that made it accessible to all users.","AI-powered valuation system rejected by traders because it consistently overvalued goods, appeals process was cumbersome, and system couldn't explain its decisions leading to disputes and delays.","Knowledge transfer tied to payments, Bangla documentation requirement, clear governance structure with decision-makers identified upfront, user feedback mechanisms built into each sprint, sustainability and local capacity building focus.",Officer training in modern project management methods is critical. Many officers managing ICT projects have no formal PM training. Also need better procurement mechanisms that allow iterative development.
70,BCS (Customs & VAT) cadre officer,6-10 years,"Yes, as project manager / team leader",Customs automation system (e.g. ASYCUDA / national system); AI / machine-learning-based analytics for targeting or anomaly detection; E-payment / e-declaration systems; National single window / trade portal,"Large (multi-year, national rollout)",Shared - mixed internal and external responsibility,Hybrid approach (combination of structured phases and agile iterations),3,3,4,3,3,4,5,4,1,2,3,2,2,3,5,5,3,5,4,5,3,4,4,5,4,3,5,3,5,4,5,4,4,2,2,2,4,2,3,3,5,"Inadequate stakeholder consultation during requirements phase. Field officers and traders are consulted too late, resulting in systems that don't match actual workflows.","E-payment system pilot at Chittagong port was successful because of strong Additional Commissioner champion who ensured regular stakeholder meetings, phased rollout starting with single location, and continuous C&F agent feedback sessions throughout implementation.","Automated classification system failed because AI model was trained on foreign data that didn't match Bangladesh tariff structure, poor accuracy led to disputes, and system was eventually abandoned.","Knowledge transfer tied to payments, Bangla documentation requirement, clear governance structure with decision-makers identified upfront, user feedback mechanisms built into each sprint, sustainability and local capacity building focus.","Framework should include specific provisions for AI/ML projects: data quality assessment, model explainability requirements, bias testing, and performance monitoring. These are different from traditional ICT projects."
71,Other NBR/customs official,6-10 years,"Yes, as project manager / team leader",Risk management / risk scoring system; National single window / trade portal,"Large (multi-year, national rollout)",Shared - mixed internal and external responsibility,No formal method was specified,1,1,1,1,3,2,2,2,2,2,3,4,1,4,3,4,3,5,5,4,4,5,5,5,5,5,3,4,4,5,3,4,5,3,4,4,5,2,4,4,6,"Unrealistic timelines and budgets set by senior management without consulting technical teams, leading to rushed implementations.","Automated invoice verification module worked because it was piloted with 5 large importers first, their feedback was incorporated, and then gradually expanded to all traders over 8 months.","National trade portal rollout without pilot failed due to poor requirements gathering, system couldn't handle actual transaction volumes, frequent downtimes, and traders reverted to old methods. Millions wasted.","Requirements traceability matrix maintained throughout, version control for all project documents, regular risk assessment workshops, contingency planning for vendor non-performance, clear escalation paths for decision-making.","Traders and C&F agents should be involved much earlier in projects, not just at testing phase. Their input during requirements and design phases would prevent many usability issues that cause low adoption rates."
72,BCS (Customs & VAT) cadre officer,6-10 years,"Yes, as core project team member",E-payment / e-declaration systems; AI / machine-learning-based analytics for targeting or anomaly detection; Risk management / risk scoring system; Customs automation system (e.g. ASYCUDA / national system),"Large (multi-year, national rollout)",High - primarily vendor-driven,No formal method was specified,4,2,2,4,2,2,2,3,2,2,2,2,3,3,5,5,5,5,5,5,5,5,5,5,5,4,4,4,3,4,5,4,3,2,2,2,4,3,2,4,7,"Poor data quality assessment at the beginning. Projects start without understanding existing data gaps, leading to AI systems that cannot function properly.","Online duty calculator tool was well-received because it was simple, focused on single function, and included extensive help documentation in Bangla. Traders found it immediately useful.","Blockchain-based trade finance system was abandoned after 18 months because technology was too advanced for current infrastructure, vendors couldn't deliver promised features, and traders saw no benefit over existing systems.","Clear acceptance criteria for each iteration, user-centered design workshops with officers and traders, vendor lock-in protection through source code escrow, post-implementation monitoring framework, agile procurement mechanisms.","Importance of data governance framework cannot be overstated. Without proper data quality and privacy policies, AI systems will fail. Also need balance between modernization and practical usability - not all advanced features are needed."
73,Academic / researcher,6-10 years,No direct involvement,AI / machine-learning-based analytics for targeting or anomaly detection; E-payment / e-declaration systems,"Large (multi-year, national rollout)",High - primarily vendor-driven,Hybrid approach (combination of structured phases and agile iterations),3,3,2,4,4,3,4,3,1,2,1,2,2,4,4,4,3,5,3,5,5,3,4,4,4,4,5,5,4,5,5,5,5,4,3,3,5,3,4,4,6,"Poor governance structure. Decision-making is unclear, leading to delays and confusion about project direction.","Risk management pilot at Hazrat Shahjalal Airport worked well due to clear scope definition, dedicated customs technical liaison officer, and iterative improvements based on officer feedback over 6 months before scaling.","Comprehensive cargo tracking system failed because GPS devices were not properly maintained, data transmission was unreliable, and officers didn't trust the system preferring manual verification methods.","Knowledge transfer tied to payments, Bangla documentation requirement, clear governance structure with decision-makers identified upfront, user feedback mechanisms built into each sprint, sustainability and local capacity building focus.","Vendor selection criteria should emphasize local presence and understanding of customs procedures, not just technical capability. International vendors often fail because they don't understand local context and procedures."
74,BCS (Customs & VAT) cadre officer,11-15 years,"Yes, as project manager / team leader",National single window / trade portal; E-payment / e-declaration systems; Risk management / risk scoring system,"Medium (6-18 months, multiple stakeholders)",High - primarily vendor-driven,Hybrid approach (combination of structured phases and agile iterations),1,2,2,3,2,3,2,3,2,2,1,2,2,4,2,3,4,3,2,3,5,3,4,4,3,3,5,5,5,5,5,5,5,2,3,3,5,3,2,2,6,"Lack of customs domain expertise in vendor project teams. Technical staff don't understand customs procedures, leading to mismatched solutions.","Single window integration for textile imports succeeded because of co-creation workshops with traders, adequate training provided before rollout, and effective helpdesk support during initial months.","Blockchain-based trade finance system was abandoned after 18 months because technology was too advanced for current infrastructure, vendors couldn't deliver promised features, and traders saw no benefit over existing systems.","Clear acceptance criteria for each iteration, user-centered design workshops with officers and traders, vendor lock-in protection through source code escrow, post-implementation monitoring framework, agile procurement mechanisms.","Importance of data governance framework cannot be overstated. Without proper data quality and privacy policies, AI systems will fail. Also need balance between modernization and practical usability - not all advanced features are needed."
75,ICT / IT professional (vendor / private firm),More than 15 years,"Yes, as project manager / team leader",AI / machine-learning-based analytics for targeting or anomaly detection; Risk management / risk scoring system,"Large (multi-year, national rollout)",High - primarily vendor-driven,No formal method was specified,5,2,3,4,3,3,3,4,1,3,3,3,3,5,5,5,5,5,5,4,5,3,3,3,5,5,5,5,4,5,5,5,5,4,5,3,5,4,3,3,7,"Lengthy procurement and approval processes delay projects significantly. By the time approval comes, technology requirements have changed.","E-declaration system for specific commodity category succeeded because of limited scope initially, strong project governance with clear decision-makers, and effective change management communication.","Automated classification system failed because AI model was trained on foreign data that didn't match Bangladesh tariff structure, poor accuracy led to disputes, and system was eventually abandoned.","Dedicated change management officer from project start, training budget allocated upfront (not as afterthought), helpdesk setup before go-live, post-implementation support for minimum 6 months, lessons learned documentation after each phase.","We need institutional memory - every project starts from zero. Also need career incentives for officers managing ICT projects, not just revenue collection. Framework should force continuous dialogue between technical teams and field operations."
76,BCS (Customs & VAT) cadre officer,More than 15 years,"Yes, as core project team member",Customs automation system (e.g. ASYCUDA / national system); Risk management / risk scoring system; E-payment / e-declaration systems,"Medium (6-18 months, multiple stakeholders)",High - primarily vendor-driven,Hybrid approach (combination of structured phases and agile iterations),2,3,2,3,2,2,3,1,2,2,2,2,3,4,4,5,5,4,5,3,5,5,5,5,5,5,4,5,5,5,5,5,5,2,2,2,5,2,3,3,7,"Lack of customs domain expertise in vendor project teams. Technical staff don't understand customs procedures, leading to mismatched solutions.","Risk management pilot at Hazrat Shahjalal Airport worked well due to clear scope definition, dedicated customs technical liaison officer, and iterative improvements based on officer feedback over 6 months before scaling.","Integrated border management system never completed due to scope creep, budget overruns, coordination failures between multiple agencies, and vendor contract disputes. Project stalled for 2 years.","Knowledge transfer tied to payments, Bangla documentation requirement, clear governance structure with decision-makers identified upfront, user feedback mechanisms built into each sprint, sustainability and local capacity building focus.","Vendor selection criteria should emphasize local presence and understanding of customs procedures, not just technical capability. International vendors often fail because they don't understand local context and procedures."
77,Other NBR/customs official,More than 15 years,"Yes, as end-user / stakeholder (training, pilot, etc.)",E-payment / e-declaration systems; Customs automation system (e.g. ASYCUDA / national system); AI / machine-learning-based analytics for targeting or anomaly detection; Risk management / risk scoring system,"Large (multi-year, national rollout)",High - primarily vendor-driven,"Mainly waterfall / traditional (sequential stages, detailed up-front planning)",3,3,3,3,2,3,3,3,2,3,1,1,2,5,4,5,5,4,5,5,5,4,4,4,4,4,5,4,5,5,5,5,5,4,4,4,5,4,4,4,6,"Lack of customs domain expertise in vendor project teams. Technical staff don't understand customs procedures, leading to mismatched solutions.","E-payment system pilot at Chittagong port was successful because of strong Additional Commissioner champion who ensured regular stakeholder meetings, phased rollout starting with single location, and continuous C&F agent feedback sessions throughout implementation.","Document management system never adopted by officers because interface was too complex, no adequate training provided, and system didn't match actual document workflow. System exists but nobody uses it.","Co-creation workshops mandatory in requirements phase, iterative pilot deployments at single location first, formal change management plan with training budget, dedicated product owner from customs side, regular demonstrations to key stakeholders.","Framework should include specific provisions for AI/ML projects: data quality assessment, model explainability requirements, bias testing, and performance monitoring. These are different from traditional ICT projects."
78,Other NBR/customs official,More than 15 years,"Yes, as project manager / team leader",Customs automation system (e.g. ASYCUDA / national system); E-payment / e-declaration systems; AI / machine-learning-based analytics for targeting or anomaly detection; National single window / trade portal,"Large (multi-year, national rollout)",High - primarily vendor-driven,Hybrid approach (combination of structured phases and agile iterations),2,3,2,3,3,2,2,2,2,3,3,3,2,4,2,4,4,5,5,4,4,5,4,4,5,5,5,4,3,5,4,3,5,3,2,3,4,3,3,3,6,"Lack of customs domain expertise in vendor project teams. Technical staff don't understand customs procedures, leading to mismatched solutions.","Automated invoice verification module worked because it was piloted with 5 large importers first, their feedback was incorporated, and then gradually expanded to all traders over 8 months.","AI-powered valuation system rejected by traders because it consistently overvalued goods, appeals process was cumbersome, and system couldn't explain its decisions leading to disputes and delays.","Clear acceptance criteria for each iteration, user-centered design workshops with officers and traders, vendor lock-in protection through source code escrow, post-implementation monitoring framework, agile procurement mechanisms.","We need institutional memory - every project starts from zero. Also need career incentives for officers managing ICT projects, not just revenue collection. Framework should force continuous dialogue between technical teams and field operations."
79,BCS (Customs & VAT) cadre officer,6-10 years,"Yes, as end-user / stakeholder (training, pilot, etc.)",Customs automation system (e.g. ASYCUDA / national system); AI / machine-learning-based analytics for targeting or anomaly detection,"Large (multi-year, national rollout)",High - primarily vendor-driven,No formal method was specified,2,1,2,3,1,2,2,3,2,1,2,3,2,4,4,4,5,4,4,4,5,5,5,5,4,4,4,2,3,2,4,4,3,1,2,1,4,4,4,3,6,"Frequent scope creep and requirement changes due to political pressure or leadership changes, disrupting project timelines and budgets.","Mobile app for customs declaration submission was successful due to user-centered design approach, extensive testing with C&F agents, and Bangla language interface that made it accessible to all users.","Comprehensive cargo tracking system failed because GPS devices were not properly maintained, data transmission was unreliable, and officers didn't trust the system preferring manual verification methods.","Clear acceptance criteria for each iteration, user-centered design workshops with officers and traders, vendor lock-in protection through source code escrow, post-implementation monitoring framework, agile procurement mechanisms.",Customs should establish a dedicated ICT project management office (PMO) with trained staff. Current ad-hoc approach leads to repeated mistakes. PMO should maintain best practices library and provide guidance to project teams.
80,BCS (Customs & VAT) cadre officer,11-15 years,"Yes, as project manager / team leader",E-payment / e-declaration systems; National single window / trade portal; AI / machine-learning-based analytics for targeting or anomaly detection; Risk management / risk scoring system,"Large (multi-year, national rollout)",High - primarily vendor-driven,No formal method was specified,2,3,2,3,3,2,2,2,1,2,1,2,2,4,4,3,4,3,3,3,2,4,4,4,4,4,5,4,5,4,5,5,5,2,3,1,4,4,3,4,5,Weak change management and training. Systems are deployed but officers continue using old methods because training is insufficient and support is lacking.,"Automated manifest processing system at Benapole land port succeeded because of strong vendor partnership, proper knowledge transfer to customs IT staff, and gradual rollout allowing officers to adapt.","AI-based anomaly detection system had high false positive rates, vendor abandoned project mid-way due to payment delays, and customs lacked technical capacity to maintain it. System is now non-functional.","Co-creation workshops mandatory in requirements phase, iterative pilot deployments at single location first, formal change management plan with training budget, dedicated product owner from customs side, regular demonstrations to key stakeholders.","Balance between agility and structure is key. Too much structure kills innovation, too much agility creates chaos in government context. Hybrid approach must be carefully designed for customs environment."
81,Trade professional (importer / exporter / customs broker),6-10 years,"Yes, as end-user / stakeholder (training, pilot, etc.)",National single window / trade portal; Risk management / risk scoring system; Customs automation system (e.g. ASYCUDA / national system),"Large (multi-year, national rollout)",Shared - mixed internal and external responsibility,No formal method was specified,2,3,1,3,3,3,2,2,1,2,3,1,2,3,4,4,4,4,4,4,4,4,4,5,4,5,4,3,3,3,5,5,4,1,1,1,4,4,2,3,7,Lack of Bangla language interface. Most traders and C&F agents are more comfortable in Bangla but systems are primarily in English.,"Risk management pilot at Hazrat Shahjalal Airport worked well due to clear scope definition, dedicated customs technical liaison officer, and iterative improvements based on officer feedback over 6 months before scaling.","E-payment gateway integration failed due to poor system integration, security concerns, and lack of coordination with banks. Traders couldn't complete payments reliably, causing business disruption.","Mandatory pilot phase clause before national rollout, dedicated customs technical liaison with 70% time commitment, knowledge transfer milestones tied to vendor payments, Bangla language interface requirement, regular stakeholder forums every 2 weeks.","Vendor selection criteria should emphasize local presence and understanding of customs procedures, not just technical capability. International vendors often fail because they don't understand local context and procedures."
82,BCS (Customs & VAT) cadre officer,0-5 years,"Yes, as end-user / stakeholder (training, pilot, etc.)",E-payment / e-declaration systems; National single window / trade portal; AI / machine-learning-based analytics for targeting or anomaly detection,"Large (multi-year, national rollout)",High - primarily vendor-driven,Hybrid approach (combination of structured phases and agile iterations),3,3,3,2,1,2,3,3,3,3,2,3,4,5,4,5,3,4,3,3,4,5,4,5,5,5,5,5,5,5,4,5,5,3,2,3,5,4,4,4,6,Over-reliance on external vendors without proper knowledge transfer and capacity building. Customs officers are left dependent on vendors even after project completion.,"Integrated scanner system with risk management worked well due to clear acceptance criteria, regular demonstrations to stakeholders, and comprehensive training program for both officers and traders.","Document management system never adopted by officers because interface was too complex, no adequate training provided, and system didn't match actual document workflow. System exists but nobody uses it.","Requirements traceability matrix maintained throughout, version control for all project documents, regular risk assessment workshops, contingency planning for vendor non-performance, clear escalation paths for decision-making.",Customs should establish a dedicated ICT project management office (PMO) with trained staff. Current ad-hoc approach leads to repeated mistakes. PMO should maintain best practices library and provide guidance to project teams.
83,Other NBR/customs official,0-5 years,"Yes, as end-user / stakeholder (training, pilot, etc.)",National single window / trade portal; E-payment / e-declaration systems,"Large (multi-year, national rollout)",High - primarily vendor-driven,Hybrid approach (combination of structured phases and agile iterations),2,3,3,3,4,3,2,3,3,3,3,2,3,5,4,4,4,4,4,5,4,5,4,4,4,4,3,5,5,4,4,5,5,3,3,3,4,5,5,3,6,Weak change management and training. Systems are deployed but officers continue using old methods because training is insufficient and support is lacking.,"Integrated scanner system with risk management worked well due to clear acceptance criteria, regular demonstrations to stakeholders, and comprehensive training program for both officers and traders.","Document management system never adopted by officers because interface was too complex, no adequate training provided, and system didn't match actual document workflow. System exists but nobody uses it.","Clear acceptance criteria for each iteration, user-centered design workshops with officers and traders, vendor lock-in protection through source code escrow, post-implementation monitoring framework, agile procurement mechanisms.","Traders and C&F agents should be involved much earlier in projects, not just at testing phase. Their input during requirements and design phases would prevent many usability issues that cause low adoption rates."
84,BCS (Customs & VAT) cadre officer,11-15 years,"Yes, as core project team member",AI / machine-learning-based analytics for targeting or anomaly detection; E-payment / e-declaration systems,"Medium (6-18 months, multiple stakeholders)",Shared - mixed internal and external responsibility,"Mainly waterfall / traditional (sequential stages, detailed up-front planning)",1,3,2,4,2,2,2,1,1,3,1,3,4,4,4,4,5,4,5,3,4,4,4,3,4,4,4,4,5,4,4,5,4,2,1,1,4,5,5,3,5,"Poor data quality assessment at the beginning. Projects start without understanding existing data gaps, leading to AI systems that cannot function properly.","Single window integration for textile imports succeeded because of co-creation workshops with traders, adequate training provided before rollout, and effective helpdesk support during initial months.","Integrated border management system never completed due to scope creep, budget overruns, coordination failures between multiple agencies, and vendor contract disputes. Project stalled for 2 years.","Knowledge transfer tied to payments, Bangla documentation requirement, clear governance structure with decision-makers identified upfront, user feedback mechanisms built into each sprint, sustainability and local capacity building focus.",Better coordination with international best practices while adapting to local context. Need realistic expectations vs vendor promises. Focus on sustainability and local capacity building rather than one-time implementations.
85,Other NBR/customs official,11-15 years,"Yes, as end-user / stakeholder (training, pilot, etc.)",Customs automation system (e.g. ASYCUDA / national system); Risk management / risk scoring system; AI / machine-learning-based analytics for targeting or anomaly detection; National single window / trade portal,"Large (multi-year, national rollout)",High - primarily vendor-driven,No formal method was specified,1,1,3,2,2,2,2,2,2,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,4,4,3,5,2,2,2,5,2,3,3,7,"Lack of project documentation in Bangla. All technical documentation is in English, making it inaccessible to most officers.","Automated invoice verification module worked because it was piloted with 5 large importers first, their feedback was incorporated, and then gradually expanded to all traders over 8 months.","Automated classification system failed because AI model was trained on foreign data that didn't match Bangladesh tariff structure, poor accuracy led to disputes, and system was eventually abandoned.","Time-boxed sprints of 4-6 weeks with working deliverables, mandatory user acceptance testing before each release, continuous integration and testing practices, transparent progress dashboards accessible to all stakeholders.",Better coordination with international best practices while adapting to local context. Need realistic expectations vs vendor promises. Focus on sustainability and local capacity building rather than one-time implementations.
86,Trade professional (importer / exporter / customs broker),11-15 years,"Yes, as end-user / stakeholder (training, pilot, etc.)",AI / machine-learning-based analytics for targeting or anomaly detection; E-payment / e-declaration systems; National single window / trade portal; Customs automation system (e.g. ASYCUDA / national system),"Large (multi-year, national rollout)",High - primarily vendor-driven,No formal method was specified,2,4,2,4,3,3,3,4,2,3,2,2,3,4,3,4,4,3,3,4,4,4,4,5,4,4,5,5,4,5,5,5,4,1,1,2,5,3,3,4,5,"Lack of adequate training for end-users. Systems are deployed but traders and C&F agents are not properly trained, leading to errors and frustration.","Integrated scanner system with risk management worked well due to clear acceptance criteria, regular demonstrations to stakeholders, and comprehensive training program for both officers and traders.","Integrated border management system never completed due to scope creep, budget overruns, coordination failures between multiple agencies, and vendor contract disputes. Project stalled for 2 years.","Clear acceptance criteria for each iteration, user-centered design workshops with officers and traders, vendor lock-in protection through source code escrow, post-implementation monitoring framework, agile procurement mechanisms.","Importance of data governance framework cannot be overstated. Without proper data quality and privacy policies, AI systems will fail. Also need balance between modernization and practical usability - not all advanced features are needed."
87,Academic / researcher,11-15 years,"Yes, as end-user / stakeholder (training, pilot, etc.)",E-payment / e-declaration systems; Customs automation system (e.g. ASYCUDA / national system); Risk management / risk scoring system,"Small (less than 6 months, small project team)",High - primarily vendor-driven,Hybrid approach (combination of structured phases and agile iterations),3,2,2,3,3,2,2,2,3,2,3,4,3,3,3,5,4,4,5,4,5,4,5,5,5,4,4,4,5,4,3,4,5,2,3,2,5,2,3,3,6,"Inadequate stakeholder engagement throughout project lifecycle. End-users are consulted only at the end, not during development.","E-payment system pilot at Chittagong port was successful because of strong Additional Commissioner champion who ensured regular stakeholder meetings, phased rollout starting with single location, and continuous C&F agent feedback sessions throughout implementation.","Blockchain-based trade finance system was abandoned after 18 months because technology was too advanced for current infrastructure, vendors couldn't deliver promised features, and traders saw no benefit over existing systems.","Clear acceptance criteria for each iteration, user-centered design workshops with officers and traders, vendor lock-in protection through source code escrow, post-implementation monitoring framework, agile procurement mechanisms.",Customs should establish a dedicated ICT project management office (PMO) with trained staff. Current ad-hoc approach leads to repeated mistakes. PMO should maintain best practices library and provide guidance to project teams.
88,Trade professional (importer / exporter / customs broker),More than 15 years,"Yes, as end-user / stakeholder (training, pilot, etc.)",Risk management / risk scoring system; Customs automation system (e.g. ASYCUDA / national system); National single window / trade portal; E-payment / e-declaration systems,"Small (less than 6 months, small project team)",High - primarily vendor-driven,No formal method was specified,3,4,2,3,2,2,2,2,4,2,2,3,3,5,3,3,4,5,3,2,5,4,4,4,5,4,3,4,4,5,4,5,4,2,3,2,3,2,2,2,6,Lack of Bangla language interface. Most traders and C&F agents are more comfortable in Bangla but systems are primarily in English.,"Automated manifest processing system at Benapole land port succeeded because of strong vendor partnership, proper knowledge transfer to customs IT staff, and gradual rollout allowing officers to adapt.","E-payment gateway integration failed due to poor system integration, security concerns, and lack of coordination with banks. Traders couldn't complete payments reliably, causing business disruption.","Dedicated change management officer from project start, training budget allocated upfront (not as afterthought), helpdesk setup before go-live, post-implementation support for minimum 6 months, lessons learned documentation after each phase.",Customs should establish a dedicated ICT project management office (PMO) with trained staff. Current ad-hoc approach leads to repeated mistakes. PMO should maintain best practices library and provide guidance to project teams.
89,Trade professional (importer / exporter / customs broker),More than 15 years,"Yes, as end-user / stakeholder (training, pilot, etc.)",AI / machine-learning-based analytics for targeting or anomaly detection; Customs automation system (e.g. ASYCUDA / national system); Risk management / risk scoring system; National single window / trade portal,"Large (multi-year, national rollout)",High - primarily vendor-driven,Hybrid approach (combination of structured phases and agile iterations),2,3,2,2,2,1,3,2,2,2,4,3,4,3,5,4,5,4,3,4,5,5,5,5,5,4,5,4,5,5,4,5,5,2,2,3,3,3,3,2,7,"Ignoring user needs and feedback. Systems are designed without understanding actual trade workflows, making them difficult to use.","Integrated scanner system with risk management worked well due to clear acceptance criteria, regular demonstrations to stakeholders, and comprehensive training program for both officers and traders.","National trade portal rollout without pilot failed due to poor requirements gathering, system couldn't handle actual transaction volumes, frequent downtimes, and traders reverted to old methods. Millions wasted.","Co-creation workshops mandatory in requirements phase, iterative pilot deployments at single location first, formal change management plan with training budget, dedicated product owner from customs side, regular demonstrations to key stakeholders.",Customs should establish a dedicated ICT project management office (PMO) with trained staff. Current ad-hoc approach leads to repeated mistakes. PMO should maintain best practices library and provide guidance to project teams.
90,BCS (Customs & VAT) cadre officer,6-10 years,"Yes, as core project team member",National single window / trade portal; Risk management / risk scoring system; AI / machine-learning-based analytics for targeting or anomaly detection; Customs automation system (e.g. ASYCUDA / national system),"Large (multi-year, national rollout)",High - primarily vendor-driven,"Mainly waterfall / traditional (sequential stages, detailed up-front planning)",1,1,2,1,1,2,2,3,2,2,1,2,1,5,5,5,4,3,4,5,3,4,3,3,4,3,4,3,3,4,5,4,4,1,3,2,5,3,3,2,5,"Unrealistic timelines and budgets set by senior management without consulting technical teams, leading to rushed implementations.","Risk management pilot at Hazrat Shahjalal Airport worked well due to clear scope definition, dedicated customs technical liaison officer, and iterative improvements based on officer feedback over 6 months before scaling.","E-payment gateway integration failed due to poor system integration, security concerns, and lack of coordination with banks. Traders couldn't complete payments reliably, causing business disruption.","Time-boxed sprints of 4-6 weeks with working deliverables, mandatory user acceptance testing before each release, continuous integration and testing practices, transparent progress dashboards accessible to all stakeholders.","We need institutional memory - every project starts from zero. Also need career incentives for officers managing ICT projects, not just revenue collection. Framework should force continuous dialogue between technical teams and field operations."
91,ICT / IT professional (vendor / private firm),6-10 years,"Yes, as project manager / team leader",AI / machine-learning-based analytics for targeting or anomaly detection; National single window / trade portal,"Large (multi-year, national rollout)",Minimal - mostly developed and managed internally,Hybrid approach (combination of structured phases and agile iterations),3,4,3,3,4,3,4,4,3,2,3,3,3,3,4,3,4,5,4,5,5,4,4,3,3,4,3,3,2,4,4,4,3,4,3,3,5,4,3,3,7,"Lengthy procurement and approval processes delay projects significantly. By the time approval comes, technology requirements have changed.","Electronic bond management system succeeded at Dhaka Customs House due to strong support from Commissioner, weekly progress reviews, and vendor team that understood customs procedures well.","Comprehensive cargo tracking system failed because GPS devices were not properly maintained, data transmission was unreliable, and officers didn't trust the system preferring manual verification methods.","Mandatory pilot phase clause before national rollout, dedicated customs technical liaison with 70% time commitment, knowledge transfer milestones tied to vendor payments, Bangla language interface requirement, regular stakeholder forums every 2 weeks.",Customs should establish a dedicated ICT project management office (PMO) with trained staff. Current ad-hoc approach leads to repeated mistakes. PMO should maintain best practices library and provide guidance to project teams.
